traceId,segmentId,spanId,parentSpanId,parentSegmentId,serviceCode,serviceInstanceName,startTime,endTime,endpointName,type,peer,component,isError,layer,childs
99a68a2fd67f4e3aadfc6b0d2674c17e.4952.16819794425810001,99a68a2fd67f4e3aadfc6b0d2674c17e.4952.16819794425810000,0,-1,,ts-travel-service,e97144b347404c96bc944fefa4fa9eeb@10.244.3.42,1681979442581,1681979442581,Mysql/JDBI/Connection/close,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,
9d36866e3bf049218dc92af751ca9c1f.5131.16819793824220001,9d36866e3bf049218dc92af751ca9c1f.5131.16819793824220000,0,-1,,ts-consign-service,64e546320c6c4136b5ef5ee1982ae02c@10.244.3.32,1681979382422,1681979382422,Mysql/JDBI/Connection/close,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,
ddfa5ef029554d5f937e0d853b8791d8.4108.16819741700760001,ddfa5ef029554d5f937e0d853b8791d8.4108.16819741700760000,0,-1,,ts-inside-payment-service,bc085263729c4beab3d61ab4d9bb4696@10.244.5.44,1681974170076,1681974170076,Mysql/JDBI/Connection/close,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,
99a68a2fd67f4e3aadfc6b0d2674c17e.3746.16819740976570001,99a68a2fd67f4e3aadfc6b0d2674c17e.3746.16819740976570000,0,-1,,ts-travel-service,e97144b347404c96bc944fefa4fa9eeb@10.244.3.42,1681974097657,1681974097657,Mysql/JDBI/Connection/close,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,
7cc6c433618845c8bbc3e4d62e563a65.78.16819810851750143,7cc6c433618845c8bbc3e4d62e563a65.78.16819810851750142,0,-1,,ts-gateway-service,908b5b005ba140b8a232c694d2fe50d9@10.244.1.184,1681981085175,1681981085177,POST:/api/v1/adminrouteservice/adminroute,Entry,,Tomcat,false,Http,
7e164eaf35e4498395ca3585b239ad22.4338.16819758835950001,7e164eaf35e4498395ca3585b239ad22.4338.16819758835950000,0,-1,,ts-consign-price-service,3f9c01d70cbf4405a495d85609693754@10.244.5.42,1681975883595,1681975883597,Mysql/JDBI/Connection/close,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,
ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390011,ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390010,0,-1,,ts-auth-service,149e5cdc939f43adad0035797b056e89@10.244.6.35,1681979949839,1681979950095,POST:/api/v1/users/login,Entry,,SpringMVC,false,Http,
ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390011,ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390010,1,0,,ts-auth-service,149e5cdc939f43adad0035797b056e89@10.244.6.35,1681979949842,1681979949853,/api/v1/verifycode/verify/1234,Exit,ts-verification-code-service:80,SpringRestTemplate,false,Http,
ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390011,7aa361ab47cf44b99f5278e31239a257.82.16819799498460012,0,-1,ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390010,ts-verification-code-service,3d02b603bb8d48059a0f63768066fba7@10.244.3.41,1681979949847,1681979949852,GET:/api/v1/verifycode/verify/{verifyCode},Entry,,SpringMVC,false,Http,
ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390011,ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390010,2,0,,ts-auth-service,149e5cdc939f43adad0035797b056e89@10.244.6.35,1681979949854,1681979949855,HikariCP/Connection/getConnection,Local,,Unknown,false,Unknown,
ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390011,ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390010,3,0,,ts-auth-service,149e5cdc939f43adad0035797b056e89@10.244.6.35,1681979949855,1681979949856,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,
ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390011,ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390010,4,0,,ts-auth-service,149e5cdc939f43adad0035797b056e89@10.244.6.35,1681979950089,1681979950090,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,
ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390011,ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390010,5,0,,ts-auth-service,149e5cdc939f43adad0035797b056e89@10.244.6.35,1681979950092,1681979950092,Mysql/JDBI/PreparedStatement/executeQuery,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,
ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390011,ea80fd349404451d9c4c2c5be7fb6d5d.90.16819799498390010,6,0,,ts-auth-service,149e5cdc939f43adad0035797b056e89@10.244.6.35,1681979950095,1681979950095,HikariCP/Connection/close,Local,,Unknown,false,Unknown,
a480bb0dfae64169b3e10d1d2febb5c5.5430.16819803474490001,a480bb0dfae64169b3e10d1d2febb5c5.5430.16819803474490000,0,-1,,ts-food-service,b52e0d29d7b14ec299783916a25d96f7@10.244.4.40,1681980347449,1681980347450,Mysql/JDBI/Connection/close,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,
e97e76b2fd8b40c88aab1f65e71f21ee.4420.16819768175930001,e97e76b2fd8b40c88aab1f65e71f21ee.4420.16819768175930000,0,-1,,ts-travel2-service,41db7d26c6ed45a7a1a42470223b7976@10.244.4.37,1681976817593,1681976817594,Mysql/JDBI/Connection/close,Exit,tsdb-mysql-leader:3306,mysql-connector-java,false,Database,
7cc6c433618845c8bbc3e4d62e563a65.72.16819809740810133,7cc6c433618845c8bbc3e4d62e563a65.72.16819809740810132,0,-1,,ts-gateway-service,908b5b005ba140b8a232c694d2fe50d9@10.244.1.184,1681980974081,1681980974084,GET:/api/v1/adminrouteservice/adminroute,Entry,,Tomcat,false,Http,
